user,text,time,latitude,longitude,label
Wildfire Incidents,"Page 2 There are 3 pages
#PostFire 120 acres 35% contained 
#ElsmereFire 200 acres 60% contained 
#BlueJayFire 23 acres 0% contained 
#JulyComplexFire 83,261 acres 97% contained 
#IrisFire 120 acres 98% contained 
#AppleFire 27,319 acres 30% contained",2020-08-05 19:38:48,,,
Yes on Prop 19,"Endorsement Alert: @RebuildNB has endorsed #Prop19, noting it ""prioritizes emergency response and wildfire protection."" Learn more: https://www.yeson19.vote/news/rebuild-northbay-endorses-proposition-19-on-november-ballot …pic.twitter.com/wEotdWn1B5",2020-08-05 19:33:45,,,
Mark Cappetta,We're thinking about Covid-19 the wrong way. It's not a 'wave' – it's a wildfire | Michael T Osterholm and Mark Olshaker https://www.theguardian.com/commentisfree/2020/aug/04/coronavirus-pandemic-wave-wildfire …,2020-08-05 18:53:39,,,
WatchOurCity.com,(AP News) Slightly cooler weather aids Southern California firefight https://watchourcity.com/ap-news/slightly-cooler-weather-aids-southern-california-firefight/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter … #AccidentsAndDisasters #Evacuations #Fires #GeneralNews #NaturalDisasters #Wildfires,2020-08-05 18:38:51,,,
CA Dept of Insurance,"Join us with @ICRicardoLara, @AsmMarkStone & #SantaCruz Supervisors @Bruce_McPherson & @superleopold for an informational town hall TODAY at 5:30PM to discuss non-renewals, wildfire preparedness & #insurance resources for homeowners. 
 
More info: https://bit.ly/2CD8lqZ pic.twitter.com/G3s3AnWose",2020-08-05 18:02:00,,,
Rachel,"Exactly. Go treasure your copy. What Dani did with hers is her right. You stans were the ones that chose to go to her page, screenshot it, and spread it like wildfire so that shit could be talked. Fact is, if it’s affecting the stans it is on them because they sought it out.",2020-08-05 16:10:29,,,
"Eric Townsend, Esq.","Wildfire can cause fire, smoke, or water damage to your home/property. The Law Eagles make sure you receive proper payment. Free consultation 833.324.5399. #laweagles #wildfiredamages #fireattorney #fireclaim #insuranceclaim #insuranceclaimattorneyhttps://youtu.be/sMCDVuUxrhA ",2020-08-05 15:33:09,,,
Hani ✊🏽🧢,"Australian wildfire which killed 1 BILLION animals has now been linked to climate change.

We need to vote out every denier and stop using fossil fuels before it’s too late.

https://www.sciencenews.org/article/australia-wildfires-climate-change …",2020-08-05 14:56:00,,,
The Forestry and Fire Recruitment Program,"“California’s first major wildfire of the year grew to more than 20,000 acres over the weekend, [...] forcing thousands to evacuate and sending up a plume of smoke so massive that it generated its own winds.”  https://lat.ms/3gA3lCc 
@phila_lex @LauraMNewberry @latimes",2020-08-05 14:37:08,,,
WhatDoYouSayDrK,"You do not make anything better, safer or cleaner. In fact, last time we had horrible wildfires here in CA, you told us to take the forest. You’re a damn fool and we see you for who you are. #NobodyLikesTrump",2020-08-05 7:48:16,,,
CALIFORNIA PIO,"RT CALFIRE_SLO ""RT xslimt3: #PondFire Evening Update. 8/4/2020. For your home safety tips and information on how to be prepared for wildfire, please visit
http://readyforwildfire.org  pic.twitter.com/fy6VGldCcz""",2020-08-05 7:12:17,,,
CALIFORNIA PIO,"RT CALFIRE_SLO ""Fire season is here! Are you ready?Follow the link below for tips on how to prepare, what to do when it’s here and what to do after. Get Set – Ready for Wildfire https://www.readyforwildfire.org/prepare-for-wildfire/get-set/ … pic.twitter.com/a876ff9QwK""",2020-08-05 7:12:13,,,
CALIFORNIA PIO,"RT CALFIRE_SLO ""RT xslimt3: #PondFire Morning Update. 8/4/2020. For your home safety tips and information on how to be prepared for wildfire, please visit
http://www.readyforwildfire.org  pic.twitter.com/0hNQS1MjkK""",2020-08-05 7:12:12,,,
WatchOurCity.com,(AP News) Most evacuations lifted near huge Southern California fire https://watchourcity.com/ap-news/containment-inches-up-on-huge-southern-california-wildfire/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter … #AccidentsAndDisasters #Evacuations #Fires #GeneralNews #NaturalDisasters #VehicleFires #Wildfires,2020-08-05 6:00:34,,,
Kim Dorris 👊🏼💪🏼🏴‍☠️,"Fire update: 26,850 acres burned 20% containment.

No smoke seen from our area. We are safe & NOT under evacuation warning.

This is all good news. It appears they are making progress toward containing the fire. California wildfire management is the best there is. 💪🏼 https://twitter.com/SanBernardinoNF/status/1290787694805647360 …",2020-08-05 5:47:26,,,
TransitMonkee,OMG this spread like wildfire on social media https://twitter.com/kron4news/status/1290718809645412352 …,2020-08-05 5:26:51,,,
Forester Mike,"We need more #logging for wildfire safety here in CA. To this end, the @forestservice must either:

Be permitted to hire more foresters

Or

Dispose of some of its lands

Or both",2020-08-05 5:13:04,,,
WatchOurCity.com,(AP News) Containment inches up on huge Southern California wildfire https://watchourcity.com/ap-news/containment-inches-up-on-huge-southern-california-wildfire/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter … #AccidentsAndDisasters #Evacuations #Fires #GeneralNews #NaturalDisasters #PropertyDamage #VehicleFires,2020-08-05 4:40:35,,,
Diane Thibodeau,And even worse are the wildfires that can accompany the Santa Ana’s. It is now fire season all year here in Ca.,2020-08-05 4:05:17,,,
Fifi Magpie🌞🌜,Like fucking wildfire.,2020-08-05 3:44:16,,,
pam61,"I am surrounded by National Forest Lands.   Sixty percent of the forest lands in CA belong to the feds.  Trump blames CA for wildfires, yet the feds don’t keep their lands raked or cleaned.",2020-08-05 2:22:00,,,
Wildfire Incidents,"#BellFire Stanislaus National Forest (STF) on the Summit Ranger District in the Emigrant Wilderness between the 8,000 to 9,000 ft level. 4 acres in size 0% contained. 
https://inciweb.nwcg.gov/incident/6915/  [inciweb]pic.twitter.com/RIvS0dHM6w",2020-08-05 1:42:07,,,
Kay,"By eliminating gas in southern California, you put a heavy increase on the electric grid of California. Bear in mind soCal Edison has been sued by the state for contributing to wildfires as well as ""load switching"" and having grid problems.",2020-08-05 1:31:25,,,
Listos California,Wearing a mask helps protect you and protects our firefighters from bringing COVID-19 to their families and communities. Together we can be ready for public health emergencies like #COVID19 and natural disasters like wildfires. #YourActionsSaveLivespic.twitter.com/b93A8TA1iM,2020-08-02 21:45:40,,,
Captain Chemtrails,Very ominous.... #rivcofires #applefire #wildfire pic.twitter.com/tKOHyTxkrF,2020-08-02 21:18:31,,,
WatchOurCity.com,(AP News) Homes evacuated as Southern California wildfire grows https://watchourcity.com/ap-news/homes-evacuated-as-southern-california-wildfire-grows/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter … #AccidentsAndDisasters #AirQuality #Environment #EnvironmentAndNature #Evacuations #Fires #GeneralNews,2020-08-02 20:03:30,,,
CA Forestry Association,Our members are placing strategic fuel breaks in their forests to provide safe places for fire fighters to slow down wildfires + protect communities. Great to see how a shaded fuel break was used to save one NorCal community in the Hog Fire in Lassen Co.: https://buff.ly/3fbqZ6o ,2020-08-02 19:32:00,,,
• Delphine🍀(DIN) •,SYML - Wildfire https://youtu.be/ITKTRnqjDpk ,2020-08-02 19:23:33,,,
Mike McGuire,"We’re keeping an eye on two fires burning in the Six Rivers and Shasta-Trinity national forests known as the Red Salmon Complex Fires. The wildfires were ignited by lightning a few days ago and are burning near the county lines of Humboldt, Trinity and Siskiyou Counties... pic.twitter.com/ajHDyxu8vR",2020-08-02 19:01:40,40.7332326,-124.5044387,
A.C. in the 805,#California is literally in #Fire #Wildfires pic.twitter.com/kilnwTKUHR,2020-08-02 18:58:23,,,
🌻 Lisa 🌻,A huge plume of smoke from a wildfire east of LA lit up by the light at sunset. Beauty in the midst of disaster. pic.twitter.com/VjPvTGVBpz,2020-08-02 18:35:50,,,
Kim Dorris 👊🏼💪🏼🏴‍☠️,"I thought you were in Germany, but I second guessed myself for some reason.

Just as the South & East coasts have hurricane season every year, we have wildfire season every year.

I'd say 90% to 95% of the time they are in remote forest areas where there is a lot of vegetation.",2020-08-02 18:29:07,,,
Libertarian Boxcar,"Wildlife wildfire California 
https://youtu.be/ioyeXF9VDpM ",2020-08-02 17:54:34,,,
A.C. in the 805,Interactive #Wildfire map of #California.  There are so many 🔥 #Wildfires here.  https://arcg.is/1vDuu5 ,2020-08-02 17:31:52,,,
A.C. in the 805,Map of four #Wildfires burning in the central coast of #California right now. #BerryFire #PondFire #CreekFire #BranchFire #Fire #Californiapic.twitter.com/z1IEYSDw6y,2020-08-02 17:28:06,,,
Widows Like Us,"Anyone else seen anything about this? Can’t find any info. Wildfire - #MOUNTAIN AV  ROMOFire
Map Link:https://napsg.maps.arcgis.com/apps/webappviewer/index.html?id=6dc469279760492d802c7ba6db45ff0e&query=USA_Wildfires_v1_5712,UniqueFireIdentifier,2020-CARRU-097409 …",2020-08-02 17:18:07,,,
kegan loke,its officially wildfire season ya'll,2020-08-02 17:02:03,,,
Brandon Reames,"It wasn’t just red states. CA (blue) did so as well and after all the raging protests, we shot up in numbers like our routine wildfires. You can’t go to a restaurant and sit within 6ft of someone else, but standing arm to arm in protests was encouraged. Beyond idiocy.",2020-08-02 16:47:43,,,
WatchOurCity.com,(AP News) Homes evacuated as Southern California wildfire grows https://watchourcity.com/ap-news/homes-evacuated-as-southern-california-wildfire-grows/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter … #AccidentsAndDisasters #AirQuality #Environment #EnvironmentAndNature #Evacuations #Fires #GeneralNews,2020-08-02 16:44:06,,,
Laffy,"A wildfire burning in Cherry Valley, California, east of Los Angeles, has grown to a size of 12,000 acres, forcing about 7,800 people to evacuate, according to the Riverside County Fire Department https://breaking.iavian.net/article/249534 ",2020-08-02 16:30:14,33.9796488,-116.9870056,
Mashell,Making this pandemic even worse is having a wildfire burn 20 miles from your house while it's 104 degrees out and your swamp cooler sucks in smoke and ash. 😷 Fun times. pic.twitter.com/vTsGcwV68y,2020-08-02 16:28:13,,,
Wildfire Incidents,"#IrisFire 120 acres 98% contained 
#AppleFire 12,000 acres 12% contained 
#PellisierFire 90-110 acres 0% contained
#PondFire 1,550 acres 10% contained 
#StumpFire 200 acres 0% contained 
#RedSalmonComplexFire 1.877 acres 0% contained 
 #MacdonaldFire 5 acres 20% contained",2020-08-02 16:24:37,,,
Amie,"Wildfire not far from where I live

https://www.facebook.com/115181459169816/posts/599743097380314/?sfnsn=mo …",2020-08-02 16:23:40,,,
uhammer,"We are still waiting with baited breath what disaster August 2020 wil bring.
Cataclysmic weather
Out of control wildfires
Earthquake and Tsunami
My personal favorite, Yellowstone pops 
Spin the wheel, everybodies a loser.",2020-08-02 16:16:45,,,
pam61,Great now do something for people living in the 20 percent of CA open.  Stop tourists from crowding and partying in our once quiet towns.  State and National parks are open and filled with folks - wildfire areas need to be closed.,2020-08-02 16:11:26,,,
Alan Scott,"Schools may be closed, at least they're opening the elementary near my house... for the evacuees from the nearby wildfire.  Yay 2020.",2020-08-02 14:02:11,,,
LWV Torrance Area,"California Wildfire Challenges: An Overview

The Wildfire Team in the LWV California Climate Change Task Force will present a webinar on the chief wildfire challenges Tuesday, August 4, 12:00pm PDT 

REGISTER HERE: https://register.gotowebinar.com/regist …/4355477127600742158pic.twitter.com/vhnEuQZbXN",2020-08-02 13:57:31,,,
JET,"Texas has wildfires too, but they mostly burn rattlesnakes.",2020-08-02 13:07:51,,,
mae needs therapy ➪ tua spoilers,matt on 1999 wildfire...exactly,2020-08-02 7:28:59,,,
Abbey Scott △̶,"WTF is wrong w/these people!!😡 We have wildfire/drought issues & still people want to keep their trees, lawns,gardens.Even drought resistance yards have desert plants,cacti..etc.So glad people like nature here.Sorry to you wonderful locals,but this news,I never want to visit UK.",2020-08-06 23:19:56,,,
Andy ✊🏽,for work today I had to go into an abandoned property that was never rebuilt after a wildfire and I felt like the last survivor in a horror movie,2020-08-06 22:48:27,,,
Lucy Kemnitzer,"Point Reyes isn't entirely immune to wildfires, just so you know",2020-08-06 22:20:13,,,
Di Glaubitz,California Man Reunited with Dog He Thought Had Died in Apple Wildfire: 'I Thought He Was Gone' https://people.com/pets/california-man-reunited-with-dog-thought-dead-in-apple-wildfire/?soc_src=social-sh&soc_trk=tw&tsrc=twtr … via @Yahoo,2020-08-06 21:54:13,,,
Dustin Johnson,Facing Challenges Southern California Edison (SCE) #biologists and others help to #mitigate the impact of #wildfires on #endangered species. Check out this amazing work.https://lnkd.in/gncsQ7e ,2020-08-06 21:00:03,,,
Steven Wang,but let's totally use prisoners to fight wildfire,2020-08-06 20:42:21,,,
Debra Kahn,".@dwallacewells testifies in support of @HenrySternCA's SB 1320, to require the state to report risks of climate change every 5 years. ""For a very long time climate change seemed to be a distant threat, arriving slowly""...""the acceleration is most striking with wildfire.""",2020-08-06 20:33:39,,,
Jesse Favela,"Every time there's a wildfire in California it's just God taking a fat rip. 

.

.

.

Just kidding it's global warming.",2020-08-06 19:11:47,,,
Assembly Democrats,"Wildfire season is coming. Now, more than ever, #firefighters need our support. Grants for fire management are based on data from the #Census2020 That means by being counted, you help protect the people protecting you. #BeCounted ➡️ http://my2020census.gov pic.twitter.com/PTnZhQSbS7",2020-08-06 19:00:04,,,
California Fire Prevention Organization,"Wildfire season is here. We’re working to make families more resilient, & better prepared to escape a wildfire. Consider supporting us today with a small donation. https://4agc.com/donation_pages/51427704-88e2-495c-ba84-c4f8719734d7 …http://banner.divology.com/biz/californiafirepreventionorganization/content/5f299f2ccb636 …",2020-08-06 17:45:05,,,
JaneyBee🧚🏻‍♀️,Shannon by Henry Gross. Anything animal related kills me. Like Wildfire by Michael Martin Murphy.,2020-08-06 17:32:31,,,
Wildfire Incidents,7:07AM 8/6/2020 VEGETATION FIRE #BlueJayFire #MariposaCounty 4 miles south of White Wolf Campground and 1 mile west of Lukens Lake Trail. 29 acres 0% contained. https://inciweb.nwcg.gov/incident/6888/  [inciweb],2020-08-06 17:24:29,,,
Wildfire Incidents,"8/6/2020 #StumpFire This fire is burning on Lassen National Forest Lands near the junction of state highways 36 and 172 near Child's Meadows, west of Chester. The fire is at 684 acres and is 70% contained.
https://twitter.com/USFSLassen/status/1289724832796426245 … [USFS LASSEN ON TWITTER]",2020-08-06 17:15:54,,,
The Forestry and Fire Recruitment Program,"The coronavirus has badly impacted preparations for wildfire season. Harder-hit regions have postponed firefighter training, prescribed burns, and community awareness meetings.” How do we prepare for growing wildfires during a pandemic?  https://bit.ly/3k8fTCZ  @sfchronicle",2020-08-06 17:06:29,,,
Bureau of Land Management California,"#StagecoachFire has now burned 6,700 acres and 10% contained. @BLMca is in Unified Command with @kerncountyfire and Federal air and ground resources are fighting this wildfire in Kern County. pic.twitter.com/2eClaol3Ke",2020-08-06 16:44:22,,,
Districts Make the Difference,"@ValleyAir is working with @Nextdoor to reach residents about unique air quality episodes — including but not limited to wildfires and windblown dust.

https://www.bakersfield.com/news/valley-air-district-partnering-with-nextdoor-app-to-connect-directly-to-neighborhoods/article_36a753c4-cae9-11ea-a154-7beee51b5e28.html … via @Bakersfieldcali
#DistrictsMaketheDifference #AirQualitypic.twitter.com/XaqGmdgUj0",2020-08-06 16:04:15,,,
Yaygen Mills,Why doesn't call of Duty/Activision do a DLC offer like they did for Australia's Wildfires?  All proceeds go to the current events happening in Lebanon. Your welcome my idea. The U.S has enough problems as it is and we do enough policing the world as it stands take it as you will,2020-08-06 15:28:11,,,
back to real life...,‘It spread like wildfire.’ How one man at church with COVID-19 led to 91 cases in Ohio https://www.kansascity.com/news/coronavirus/article244755952.html …,2020-08-06 12:16:28,,,
Mennell¥Comradie,The Benadryl hits just right after a long day of inhaling smoke from an uncomfortably close wildfire.,2020-08-06 7:17:51,,,
CALIFORNIA PIO,"RT CALFIRE_SLO ""CAL FIRE's Post-Wildfire Efforts Help Reduce Hazards to Life and Property https://youtu.be/sRibOv1FQsU  via YouTube""",2020-08-06 7:12:07,,,
Wildfire Incidents,"Page 3 There are 3 pages
#PondFire 1,962 acres 90% contained 
#StumpFire 684 acres 55% contained
#BellFire 4 acres 0% contained 
#RedSalmonComplexFire 3,920 acres 5% contained 
#MeadowFire 4 acres 0% contained",2020-08-06 5:20:18,,,
Wildfire Incidents,"Page 2 There are 3 pages 
#NorthFire 6,882 acres 70% contained 
#DamFire 220 acres 95% contained 
#BlueJayFire 23 acres 0% contained 
#JulyComplexFire 83,261 acres 97% contained 
#IrisFire 120 acres 98% contained 
#AppleFire 27,569 acres 30% contained",2020-08-06 5:20:09,,,
shaylie,"we were such beautiful chaos 
like a wildfire in the wind",2020-08-06 4:46:34,,,
Wildfire Incidents,"11:53am 8/5/2020 24 acres 0% contained #KernCounty
Wildfire - #RewardFire
Map Link:https://napsg.maps.arcgis.com/apps/webappviewer/index.html?id=6dc469279760492d802c7ba6db45ff0e&query=USA_Wildfires_v1_5712,UniqueFireIdentifier,2020-CAKRN-033627 …",2020-08-06 4:42:50,,,
Sub2KingJosh🏳️‍🌈 🔞,It was wildfires and our power company deliberately turned out the power and gas. Needless to say nobody was amused. Impacted several counties.,2020-08-06 4:14:22,,,
Maggie,"In California you are either in a flood zone, earthquake zone, or have wildfire risk. I’ve moved from an earthquake zone to a flood zone. Earthquake ins was $900 per year. Flood ins is fixed by FEMA at $450ish with annual CPI adjustments. So it’s a cheaper risk to insure for.",2020-08-06 4:13:45,,,
Wildfire Incidents,"#RedSalmonComplexFire is burning in remote wilderness areas of the Six Rivers and Shasta Trinity National Forests. This Complex includes both the Salmon Fire and the Red Fire which currently are a combined total of 3,920 acres and 5% containment.
https://inciweb.nwcg.gov/incident/6891/  [inciweb]",2020-08-06 3:53:10,,,
Ro,"Then just don’t have a large gathering (you know, the ones that are spreading Covid19 like wildfire and keeping us from returning to our normal lives) and you should be fine!🤷🏻‍♀️",2020-08-06 3:20:21,,,
Kelly,"Wildfire - #ELECTRAFire
Map Link: https://napsg.maps.arcgis.com/apps/webappviewer/index.html?id=6dc469279760492d802c7ba6db45ff0e&query=USA_Wildfires_v1_5712,UniqueFireIdentifier,2020-CAAEU-023373 …",2020-08-06 2:38:56,,,
Wildfire Incidents,@pjdohertygis the map does not work,2020-08-06 2:27:19,,,
Wildfire Incidents,I ate lunch outside in Orange County and was bit all over. I am day 3 itching. My entire family got bit. The only thing that works is benadryl. I am NEVER eating outside again. I had a spider in my salad and a fly on my soup by eating outside.,2020-08-06 1:59:01,,,
Wildfire Incidents,"#TrimmerFire off Big Creek Rd and Trimmer Springs Rd, Sycamore Flats in Fresno county. Lead agency: @Sierra_NF #FresnoCounty 50 acres 25% contained",2020-08-06 1:52:42,,,
California Fire Prevention Organization,"Just released: the most talked about book on wildfires🔥 for 2020

If you’re concerned about wildfire, you must read this interactive book. It includes photos, video, audio, and downloadable fire safety materials.”

http://www.californiaburns.org/ ",2020-08-06 0:48:12,,,
Clean Energy CA,NWS has issued red flag warnings elevating immediate fire risk in several states that have already suffered some of the worst of both 2020 #wildfires and #COVID19 cases. These disasters are not only colliding but also deeply intertwined. #actonclimatehttps://buff.ly/31CfKiL ,2020-08-06 0:43:01,,,
My Generation Campaign,"""The reality is that the catastrophic wildfires that CA is already experiencing will only become more intense & severe unless we take immediate action to combat the climate crisis."" @RepBrownley @RepHuffman @RepMikeLevin @sfchroniclehttps://www.sfchronicle.com/opinion/openforum/article/California-would-benefit-from-a-climate-crisis-15456150.php?utm_source=Energy+News+Network+daily+email+digests&utm_campaign=2a4438b99b-EMAIL_CAMPAIGN_2020_05_11_11_44_COPY_01&utm_medium=email&utm_term=0_724b1f01f5-2a4438b99b-89287191 …",2020-08-06 0:07:09,,,
Danny Mendoza,Wildfire Killed My Son,2020-08-03 23:53:21,,,
Wildfire Incidents,"Update 12:01pm Monday August 3rd #NorthFire 2 miles North of Hallelujah Junction #LassenCounty The fire is at  6,593 acres and is 0% contained. https://inciweb.nwcg.gov/incident/6910/  [inciweb]",2020-08-03 23:49:48,,,
🇺🇸🇺🇸Norcal Breonna Taylor Arrest Watch🇺🇸🇺🇸,"In norcal I have to wait until the danger of wildfire has past, so that steak won't be ready until September at the earliest. Just kidding, sorta.",2020-08-03 23:32:37,,,
Bureau of Land Management California,"The #AppleFire is 26,450 acres and 5% contained. The official cause was determined to be the result of a diesel-fueled vehicle emitting burning carbon from the exhaust system. Take the time to do regular vehicle maintenance & avoid causing #wildfires. https://go.usa.gov/xfVKP https://twitter.com/CALFIRERRU/status/1290404712076828672 …",2020-08-03 23:14:22,,,
Grid Strong,"We provide electric estimating and design services for wildfire safety programs including the installation of more resilient poles, and covered power lines and targeted undergrounding. #wearegridstrongpic.twitter.com/GSPqyjY6vS",2020-08-03 22:30:15,,,
Listos California,"Did you just feel that 3.5 #earthquake near Yorba Linda?? 

Between wildfires and earthquakes across the state, we can take steps to be ready! Download our free Disaster Ready Guide and head to page 18 to find our step-by-step calendar: http://listoscalifornia.org 
#CaliforniaForAllpic.twitter.com/DaNhB1MpWP",2020-08-03 22:30:14,,,
Libertarian Boxcar,"#breaking_news #Media
#FireSeason #wildfires #California 
Prayers to our first Responders 
Thank You for your service 
#CALFIREservingCA
#SBfire
@KTLAhttps://youtu.be/bEMA4nWDeJA ",2020-08-03 22:21:26,,,
Traffy,We’ve also been sheltering in place since March and now wildfires are our possible disaster in waiting.  Our travel trailer is now doubled as an evacuation center if need be.  Hope you and yours can avoid evacuation centers!,2020-08-03 22:09:53,,,
Wildfire Incidents,3 acres potential 300 acres,2020-08-03 21:59:16,,,
Clean Energy CA,"Some 52% of economic output in California, Arizona, Idaho, Nevada, Oregon, Utah, and Washington originates in counties with elevated wildfire hazards, putting economies in the West at risk as #wildfires become more frequent/destructive. https://buff.ly/30W2hSg ",2020-08-03 21:48:00,,,
ef,A disease is not the same thing. He put in a travel ban & ya all called him racist. Pelosi & a bunch of other a- holes told people to go the chinese new year parades there's nothing to worry about. Then BOOM the disease spread like wildfire,2020-08-03 20:33:54,,,
Eileen #BlackLivesMatter O'Farrell,Oh yes!!! The Paradise fire was one of the worst. I've lived here all my life & I'm used to the wildfires here but these past few years have been the worst!,2020-08-03 20:11:56,,,
WatchOurCity.com,(AP News) 1st big Southern California wildfire of 2020 keeps on raging https://watchourcity.com/ap-news/thousands-remain-evacuated-from-southern-california-wildfire/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter … #AccidentsAndDisasters #DiseasesAndConditions #EnvironmentAndNature #Evacuations #Fires #GeneralNews #Health,2020-08-03 20:01:11,,,
Wildfire Incidents,#AZ,2020-08-03 19:38:47,,,
Wildfire Incidents,#AZ,2020-08-03 19:37:57,,,
Kathleen Sanchez,1st big Southern California wildfire of 2020 keeps on raging https://apnews.com/59d270290a14c7eaa47848f50c4b74fc …,2020-08-03 19:08:51,,,
liddlegirllost,"And dresses in the colors of wildfire.

https://mobile.twitter.com/liddlegirllost1/status/1283453771977121792 …
#CoExistenceAndPeacehttps://twitter.com/HSajwanization/status/1175497368780890113 …",2020-08-03 18:58:22,,,
League of California Community Foundations,"In two years, the #Sonoma County Resilience Fund has helped neighbors recover from a devastating #wildfire through emergency relief, legal aid, mental health services, and creative housing solutions: https://bit.ly/2PjyygX ",2020-08-03 18:50:07,,,
Wildfire Incidents,"California Wildfires 8/3/2020
Page 4 There are 4 pages
#StumpFire 300 acres 15% contained 
#RedSalmonComplexFire 1.877 acres 0% contained 
#BealeFire 1,200 acres 70% contained",2020-08-03 18:35:59,,,
Wildfire Incidents,"California Wildfires 8/3/2020
Page 3 There are 4 pages
#IrisFire 120 acres 98% contained 
#AppleFire 26,450 acres 5% contained 
#WaterFire 52 acres 70% contained 
#JuniperFire 20 acres 95% contained 
#PondFire 2,005 acres 60% contained",2020-08-03 18:35:51,,,
Wildfire Incidents,"California Wildfires 8/3/2020
Page 2 There are 4 pages
#DamFire 220 acres 87% contained 
#CastaicFire 178 acres 75% contained 
#PostFire 200 acres 35% contained 
#BlueJayFire 14 acres 0% contained 
#JulyComplexFire 83,261 acres 97% contained",2020-08-03 18:35:41,,,
J. Williams,Apple Fire: Massive California wildfire forces evacuations https://www.bbc.co.uk/news/world-us-canada-53632779 …,2020-08-03 18:32:52,,,
Chris Yaldezian,"20,000-acre Apple wildfire in Southern California remains zero percent contained http://a.msn.com/04/en-us/BB17tYfA?ocid=st … ; It is August and California Fire season is already started.",2020-08-03 18:05:58,,,
California Endowment,"“I want to help change the world, you know? But I can’t because I’m bound by my past.”

Incarcerated individuals combat wildfires in CA every year. Despite their contributions, once they are released they are not able to use their skillset to save lives.

https://www.sacbee.com/news/california/fires/article244286777.html …",2020-08-03 18:00:11,,,
nancy fregosi,Wildfire season in Cali. Here we go!,2020-08-03 17:20:53,,,
Fit🌞Life🌞Travel,"Happy #Monday Magic! I am taking you to #California this week! Since they are still closed up and dealing with a #wildfire again in #SoCal, I want to share my wonderful trip to #Mammothlakes from a few years ago.. 

🔹CAUTION: Extreme beauty may be seen ahead!🔹
#travel #explorepic.twitter.com/HVZVBICLvz",2020-08-03 16:58:57,,,
pam61,Definitely.  Drinking tons of water.  It’s only about 85 here at 7000 ft.  I’m clearing out needles and any wildfire hazards.,2020-08-03 16:43:57,,,
Yes on Prop 19,"What is Prop 19?

✅ Increases housing affordability for seniors, people w/disabilities, wildfire victims & families.
✅ Generates hundreds of millions of $$$ for schools, cities, and counties

Learn more at http://YesOn19.Vote ",2020-08-03 16:28:42,,,
WatchOurCity.com,(AP News) Thousands remain evacuated from Southern California wildfire https://watchourcity.com/ap-news/thousands-remain-evacuated-from-southern-california-wildfire/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter … #AccidentsAndDisasters #AirQuality #Environment #EnvironmentAndNature #Evacuations #Fires #GeneralNews,2020-08-03 15:53:13,,,
Adventures of David and Aaron,"""Thousands evacuated as wildfire near Palm Springs grows"" https://www.marketwatch.com/amp/story/thousands-evacuated-as-wildfire-near-palm-springs-grows-2020-08-02 …",2020-08-03 15:45:31,33.7718388,-116.7040306,
janice,Forest Dept says CA wildfires only 5% controlled after 3 days. pic.twitter.com/ND6JHtDUBW,2020-08-03 14:14:21,,,
person. woman. man. camera. tv.,You’re so incredibly stupid. Is it so difficult to understand that if kids get infected at school they’ll then spread the infection all throughout the community. Spreading this virus like a wildfire. Worst president ever,2020-08-03 13:09:07,,,
WatchOurCity.com,(AP News) Thousands remain evacuated from Southern California wildfire https://watchourcity.com/ap-news/thousands-remain-evacuated-from-southern-california-wildfire/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter … #AccidentsAndDisasters #AirQuality #Environment #EnvironmentAndNature #Evacuations #Fires #GeneralNews,2020-08-03 11:31:51,,,
The Spindrift Crew,"Depowering all the Kryptonians in the region.

http://12news.com  KPNX: Smoke from California wildfire causes red sun, potential drop in Valley temperature.
https://www.12news.com/article/weather/smoke-from-california-apple-fire-wildfire-causes-red-sun-potential-drop-in-valley-temperature/75-135f2003-531d-4d75-9a66-f752179a078f …

via @GoogleNews",2020-08-03 9:25:53,,,
KELLY BACON,"NATION-WIDE ALL TEACHERS need to flat-out NOT SHOW UP to in-person school!

In-person school will ultimately kill hundreds of thousands MORE people

We are all connected and 
in-person school will spread covid-19 like wildfire
#VirtualSchool ONLY until the US is like New Zealand",2020-08-03 8:40:14,,,
Wildfire Incidents,is this fire 100% contained?,2020-08-03 5:22:15,,,
Holly,Scientists and environmental groups 'alarmed' by huge rise in Amazon wildfires https://www.nbcnews.com/news/world/scientists-environmental-groups-alarmed-huge-rise-amazon-wildfires-n1235595 …,2020-08-03 4:12:38,,,
DixieMay,I think lots of ag pollution and smoke drifting in from wildfires. Makes for asthma and spectacular sunsets....,2020-08-03 4:08:02,,,
Tim Johns,"There are several wildfires currently raging across the state- including the 20,000 plus acre #AppleFire & now the #PostFire burning near Gorman along I-5. We'll have updates during our 10 & 11 newscasts @bakersfieldnowhttps://bit.ly/3k6Hp3G ",2020-08-03 3:24:33,34.7332297,-118.1119197,
